0.0204135,-0.777169,-0.0123954,-2.39974,-0.00552011,1.63531,0.785776
0.0204171,-0.777171,-0.0123889,-2.39974,-0.00552011,1.63531,0.785777
0.0204135,-0.777166,-0.0123882,-2.39974,-0.0055195,1.63531,0.785775
0.0204119,-0.777169,-0.0123928,-2.39974,-0.00551915,1.63531,0.785776
0.0204119,-0.777173,-0.0123936,-2.39974,-0.00552204,1.63531,0.785774
0.0204119,-0.777166,-0.0123937,-2.39974,-0.00552082,1.63531,0.785772
0.0204135,-0.777165,-0.0123906,-2.39975,-0.00552047,1.63531,0.785774
0.0204135,-0.777171,-0.0123934,-2.39974,-0.00552143,1.63531,0.785771
0.0204152,-0.777168,-0.0123937,-2.39974,-0.0055195,1.63531,0.785778
0.0204135,-0.777172,-0.0123956,-2.39974,-0.00552011,1.63531,0.785776
0.0204152,-0.777169,-0.0123912,-2.39974,-0.0055195,1.63531,0.785775
0.0204152,-0.777171,-0.0123965,-2.39974,-0.00552143,1.63531,0.78577
0.0204152,-0.777169,-0.0123916,-2.39974,-0.00552143,1.63531,0.785775
0.0204135,-0.777169,-0.0123946,-2.39974,-0.00552078,1.63532,0.785771
0.0204152,-0.77717,-0.0123841,-2.39974,-0.00551938,1.63531,0.785777
0.0204256,-0.777171,-0.0123702,-2.39974,-0.0055195,1.63531,0.785775
0.0204326,-0.777171,-0.0123569,-2.39974,-0.00551889,1.63531,0.785779
0.0204219,-0.777163,-0.012385,-2.39974,-0.00552011,1.63531,0.785777
0.0204213,-0.777105,-0.0123687,-2.39976,-0.00552082,1.63531,0.785775
0.0204132,-0.776856,-0.0124005,-2.39986,-0.00552082,1.63532,0.785779
0.0202714,-0.772157,-0.0126087,-2.40137,-0.00552098,1.63532,0.785779
0.0198586,-0.762294,-0.0141322,-2.40735,-0.00552337,1.63534,0.785778
0.0198131,-0.747157,-0.0162936,-2.416,-0.00553207,1.6354,0.785771
0.0195138,-0.725047,-0.0203462,-2.42338,-0.00554808,1.63713,0.785777
0.0190603,-0.696131,-0.0271322,-2.42684,-0.00556495,1.65423,0.785774
0.0186751,-0.661689,-0.0346881,-2.42693,-0.00562353,1.69498,0.785778
0.0184225,-0.626235,-0.0412873,-2.4267,-0.00573395,1.74483,0.785775
0.017988,-0.59035,-0.0452772,-2.42571,-0.00597375,1.79029,0.785777
0.0170761,-0.555009,-0.047246,-2.42282,-0.00612888,1.83497,0.785774
0.015627,-0.520637,-0.0482243,-2.41673,-0.00623159,1.87617,0.785774
0.0153603,-0.485716,-0.0482154,-2.40764,-0.00624833,1.9088,0.785776
0.015368,-0.44977,-0.0480776,-2.39414,-0.00628207,1.93342,0.785773
0.0153943,-0.412563,-0.0475427,-2.37536,-0.00629033,1.95855,0.785775
0.0154125,-0.37072,-0.0471588,-2.34929,-0.00629337,1.97905,0.785775
0.0154067,-0.325042,-0.0472236,-2.31582,-0.00629051,1.9963,0.785776
0.0154018,-0.275534,-0.04738,-2.27602,-0.0062915,2.00558,0.785776
0.0153722,-0.225085,-0.0481866,-2.23276,-0.00629136,2.00828,0.785773
0.0151432,-0.175816,-0.0497491,-2.18822,-0.0062943,2.01685,0.785777
0.0150378,-0.129601,-0.0531347,-2.14164,-0.00630156,2.03141,0.785784
0.0150076,-0.0874846,-0.0567159,-2.09048,-0.00630156,2.03319,0.785794
