0.39059,0.173424,-4.78234,0.223067,3.09378,0.108961
0.382965,0.194119,-4.77283,0.211518,3.08399,0.117762
0.37847,0.174004,-4.78616,0.222492,3.0877,0.108915
0.384359,0.185109,-4.78636,0.217924,3.09231,0.113124
0.393557,0.183557,-4.76368,0.218523,3.08854,0.116466
0.407809,0.179592,-4.77465,0.220213,3.09937,0.114118
0.420478,0.16983,-4.77995,0.225624,3.10994,0.110902
0.410186,0.189221,-4.77238,0.212795,3.09923,0.115515
0.401071,0.176588,-4.7807,0.221619,3.09876,0.113004
0.376041,0.175721,-4.75413,0.222292,3.07304,0.112454
0.391386,0.179918,-4.72991,0.220416,3.06986,0.112887
0.397147,0.195912,-4.74492,0.212461,3.08095,0.120452
0.501566,0.0872729,-4.96698,0.274471,3.22429,0.0722994
1.19338,-0.0693125,-4.63098,0.346057,3.47045,-0.0076644
1.25455,-0.00543382,-4.57519,0.309612,3.48316,0.0222969
0.994511,0.0321879,-4.71556,0.287837,3.39883,0.03929
1.29411,-0.113171,-4.5144,0.362056,3.47925,-0.0288477
1.70159,0.0703657,-3.8808,0.265226,3.45209,0.0550813
2.13574,0.256284,-3.3874,0.168841,3.48872,0.148267
-0.240192,-0.534295,-1.52811,0.557719,1.41113,-0.292072
-0.125706,-0.37237,-0.103517,0.256973,0.349626,-0.235664
-1.24419,0.240966,1.82896,-0.121596,-1.34079,0.016308
-1.89071,0.618322,3.5436,-0.360298,-2.36018,0.148406
-3.03801,0.664967,3.31008,-0.421885,-2.72108,0.103037
-4.16027,0.479147,4.0444,-0.321704,-3.42084,0.0368234
-4.21199,0.0932521,4.71112,-0.138996,-3.54574,-0.118667
-1.77655,-0.00999715,2.396,-0.10331,-1.42568,-0.134579
-2.20303,-0.515452,3.68253,0.133617,-2.52569,-0.369252
-0.281624,-0.303755,1.22207,0.0355277,-0.48999,-0.253282
-2.45254,-0.907475,4.08475,0.299813,-2.91581,-0.572273
0.226358,-0.802847,-0.450135,0.19362,0.533718,-0.531633
-2.40635,-0.310607,3.66913,0.0655395,-2.50935,-0.237758
-0.83687,-0.299871,0.128071,-0.0175019,-0.0323337,-0.251087
-2.88458,-0.0699705,3.70644,-0.0501112,-2.46216,-0.10145
-1.63894,0.244115,1.03514,-0.192049,-0.599027,0.0577344
-2.12359,0.321677,2.50232,-0.158182,-1.60857,0.123139
-1.44834,0.364869,0.697332,-0.226891,-0.679762,0.136155
-0.595411,0.519587,-1.65529,-0.30354,0.746977,0.211289
-1.04464,0.125373,-0.371091,-0.232067,0.110753,-0.0159126
-1.51826,0.166116,-0.337924,-0.295351,0.0254671,0.000250182
-1.06936,0.798711,-2.48924,-0.521846,1.27371,0.327167
-0.537004,0.977222,-2.83447,-0.43397,1.60941,0.425946
0.0314196,0.726894,-4.32561,-0.354737,2.40875,0.293247
-0.107902,0.445052,-3.56072,-0.239619,1.9976,0.163416
0.7532,0.693274,-4.13127,-0.266618,2.40206,0.316658
0.786746,-0.0290642,-2.41112,0.137158,1.33868,0.0685068
1.23008,-0.0979177,-2.67883,0.143688,1.54642,0.0478835
1.51161,-0.153255,-1.9813,0.111003,1.23511,-0.00961492
2.91616,-0.197211,-5.3713,0.0117275,3.4545,-0.0292226
0.269289,-0.356883,0.621419,0.312055,-0.66619,0.00549182
1.48646,0.00627032,-2.70353,0.151928,1.41469,0.228502
0.936577,0.710636,-2.60419,-0.118659,1.27251,0.628489
-0.0895297,0.0117767,-1.26294,0.148769,0.195676,0.243402
1.52004,0.50774,-3.78791,-0.191077,2.26729,0.467377
-1.33462,0.380299,0.266987,-0.129331,-1.12401,0.419553
1.14573,-0.273221,-3.40809,0.0162993,1.82554,0.0022157
