-3.53732,0.862274,-2.95727,-0.108106,0.140163,0.19051
-0.402221,-0.142704,-0.282416,-0.284766,-0.373042,0.175295
-2.68843,1.02363,-3.95699,-0.078675,0.0597087,0.170217
0.1857,0.12493,-0.655258,-0.207242,-0.252975,0.164655
-2.07588,1.08995,-4.41376,-0.0367992,0.136977,0.166023
0.649614,0.413971,0.338565,-0.175508,-0.333574,0.181922
-2.35932,0.683696,-3.74543,-0.137694,-0.0150346,0.196807
0.519934,-0.300212,1.39212,-0.260923,-0.316099,0.20535
-1.57913,0.0857134,-0.279491,-0.147722,0.104461,0.195608
-0.696135,0.616574,0.960407,-0.0781362,0.0385658,0.202894
0.144844,-0.563041,1.91615,-0.240272,-0.0675168,0.184709
-0.109094,-0.767625,1.66449,-0.279891,-0.025319,0.219555
-1.43057,1.8535,-1.42746,0.108912,0.162219,0.21647
-1.38834,0.468681,-4.65501,-0.166197,-0.186227,0.131499
-1.04788,-1.39521,-2.97634,-0.552603,-0.387823,0.153563
-1.61761,-0.878711,-3.91303,-0.540309,-0.706309,0.151277
-1.67662,-0.0149924,-4.46125,-0.444323,-0.721483,0.147927
0.432953,-0.347855,-2.00232,-0.451387,-0.56031,0.152694
-1.54453,-0.716855,-4.73143,-0.504989,-0.138288,0.158129
-0.1097,-1.04249,-0.0680877,-0.447853,-0.106913,0.139865
0.553469,-2.40817,5.25603,-0.581708,-0.0332483,0.148807
0.877845,-1.35295,6.67839,-0.395893,0.151713,0.14731
0.127332,-0.597184,5.98753,-0.263693,0.238743,0.126947
0.75114,-1.24866,6.62565,-0.266538,0.290392,0.0901068
1.74765,-1.09311,6.82998,-0.0957666,0.25176,0.00762233
1.53372,-0.554047,3.55528,0.0649999,0.118679,-0.0709148
1.26378,-0.605515,1.96014,0.0688473,0.212966,-0.0829533
2.0706,-1.14064,5.29389,0.0710655,0.537054,-0.102068
0.868691,-1.53562,2.4663,-0.105906,0.396948,-0.0866266
0.200323,0.442443,0.960594,0.0860842,0.278155,-0.0887841
1.5485,0.0621044,3.66234,0.0354353,0.228153,-0.092865
-0.616533,0.382515,-1.43648,0.0802047,0.461004,-0.0933966
1.46688,-0.445704,2.49719,-0.00758855,0.353442,-0.116279
0.503303,-0.439547,0.455438,-0.0900523,0.489154,-0.105011
-0.375562,0.0458131,-0.818774,-0.148811,0.463647,-0.096907
-0.408405,0.742449,0.345985,-0.0835995,0.319006,-0.0904554
-0.521135,0.687438,0.465256,-0.01058,0.342211,-0.084364
-1.09318,1.03499,-0.672576,0.135052,0.631853,-0.0830522
0.232693,0.73738,-0.86772,0.0772515,0.550011,-0.109784
1.26034,0.0537871,0.665299,-0.0512689,0.264339,-0.130448
-0.409109,0.0098572,0.240463,-0.142314,0.0542475,-0.12931
0.675102,-0.287992,0.244655,-0.218978,-0.196872,-0.106769
0.308857,1.05687,-0.913573,0.0944728,-0.000465882,-0.118579
0.648374,0.885472,-0.764414,0.224293,0.180989,-0.144006
1.69005,0.813546,-0.27177,0.298818,0.0287737,-0.14624
1.50046,0.0587097,0.486911,0.216701,0.0682084,-0.131326
0.875153,-0.0545225,1.45558,0.131341,-0.0474346,-0.126017
0.967271,-0.506175,0.308777,-0.0199094,-0.197994,-0.0903949
1.17197,0.0440021,0.601256,0.0519434,-0.33547,-0.0873564
1.30093,-0.469742,0.861767,-0.0563361,-0.484175,-0.0868131
1.92739,-1.24006,2.48024,-0.145576,-0.761354,-0.0880356
1.28879,-1.04447,3.6699,-0.0494645,-0.806004,-0.0321393
0.0464512,-0.382333,4.53338,0.129819,-0.56503,-0.0356338
0.30391,-0.394539,4.87088,0.140125,-0.611049,-0.0328929
0.251267,-0.404051,4.88088,0.141519,-0.600383,-0.0319844
0.261866,-0.405811,4.86763,0.144866,-0.604679,-0.0334321
0.214599,-0.400055,4.85399,0.149674,-0.596249,-0.0362041
0.204018,-0.406959,4.9056,0.1446,-0.592269,-0.0302262
0.212618,-0.394783,4.83422,0.149151,-0.595686,-0.0315353
0.203483,-0.411159,4.85982,0.145573,-0.593727,-0.0296504
0.191416,-0.376591,4.81476,0.151391,-0.59406,-0.0327749
0.226306,-0.406948,4.86637,0.146917,-0.598369,-0.0335352
0.233377,-0.431524,4.82709,0.142518,-0.600856,-0.0331714
0.214379,-0.403156,4.8326,0.14437,-0.597876,-0.0326772
0.23531,-0.417056,4.82241,0.143675,-0.605177,-0.0326264
0.224295,-0.407317,4.81375,0.145269,-0.601821,-0.0322792
